KNOTE,BEZEI,CITY,REGIO
SP3503703,Ariranha - SP,Ariranha,SP
SP3503802,Artur Nogueira - SP,Artur Nogueira,SP
SP3503901,Arujá - SP,Arujá,SP
SP3503950,Aspásia - SP,Aspásia,SP
SP3504008,Assis - SP,Assis,SP
SP3504107,Atibaia - SP,Atibaia,SP
SP3504206,Auriflama - SP,Auriflama,SP
SP3504305,Avaí - SP,Avaí,SP
SP3504404,Avanhandava - SP,Avanhandava,SP
SP3504503,Avaré - SP,Avaré,SP
SP3504602,Bady Bassitt - SP,Bady Bassitt,SP
SP3504701,Balbinos - SP,Balbinos,SP
SP3504800,Bálsamo - SP,Bálsamo,SP
SP3504909,Bananal - SP,Bananal,SP
SP3505005,Barão De Antonina - SP,Barão De Antonina,SP
SP3505104,Barbosa - SP,Barbosa,SP
SP3505203,Bariri - SP,Bariri,SP
SP3505302,Barra Bonita - SP,Barra Bonita,SP
SP3505351,Barra Do Chapéu - SP,Barra Do Chapéu,SP
SP3505401,Barra Do Turvo - SP,Barra Do Turvo,SP
SP3505500,Barretos - SP,Barretos,SP
SP3505609,Barrinha - SP,Barrinha,SP
SP3505708,Barueri - SP,Barueri,SP
SP3505807,Bastos - SP,Bastos,SP
SP3505906,Batatais - SP,Batatais,SP
SP3506003,Bauru - SP,Bauru,SP
SP3506102,Bebedouro - SP,Bebedouro,SP
SP3506201,Bento De Abreu - SP,Bento De Abreu,SP
SP3506300,Bernardino De Campos - SP,Bernardino De Campos,SP
SP3506359,Bertioga - SP,Bertioga,SP
SP3506409,Bilac - SP,Bilac,SP
SP3506508,Birigui - SP,Birigui,SP
SP3506607,Biritiba-Mirim - SP,Biritiba-Mirim,SP
SP3506706,Boa Esperança Do Sul - SP,Boa Esperança Do Sul,SP
SP3506805,Bocaina - SP,Bocaina,SP
SP3506904,Bofete - SP,Bofete,SP
SP3507001,Boituva - SP,Boituva,SP
SP3507100,Bom Jesus Dos Perdões - SP,Bom Jesus Dos Perdões,SP
SP3507159,Bom Sucesso De Itararé - SP,Bom Sucesso De Itararé,SP
SP3507209,Borá - SP,Borá,SP
SP3507308,Boracéia - SP,Boracéia,SP
SP3507407,Borborema - SP,Borborema,SP
SP3507456,Borebi - SP,Borebi,SP
SP3507506,Botucatu - SP,Botucatu,SP
SP3507605,Bragança Paulista - SP,Bragança Paulista,SP
SP3507704,Braúna - SP,Braúna,SP
SP3507753,Brejo Alegre - SP,Brejo Alegre,SP
SP3507803,Brodowski - SP,Brodowski,SP
SP3507902,Brotas - SP,Brotas,SP
SP3508009,Buri - SP,Buri,SP
SP3508108,Buritama - SP,Buritama,SP
SP3508207,Buritizal - SP,Buritizal,SP
SP3508306,Cabrália Paulista - SP,Cabrália Paulista,SP
SP3508405,Cabreúva - SP,Cabreúva,SP
SP3508504,Caçapava - SP,Caçapava,SP
SP3508603,Cachoeira Paulista - SP,Cachoeira Paulista,SP
SP3508702,Caconde - SP,Caconde,SP
SP3508801,Cafelândia - SP,Cafelândia,SP
SP3508900,Caiabu - SP,Caiabu,SP
SP3509007,Caieiras - SP,Caieiras,SP
SP3509106,Caiuá - SP,Caiuá,SP
SP3509205,Cajamar - SP,Cajamar,SP
SP3509254,Cajati - SP,Cajati,SP
SP3509304,Cajobi - SP,Cajobi,SP
SP3509403,Cajuru - SP,Cajuru,SP
SP3509452,Campina Do Monte Alegre - SP,Campina Do Monte Alegre,SP
SP3509502,Campinas - SP,Campinas,SP
SP3509601,Campo Limpo Paulista - SP,Campo Limpo Paulista,SP
SP3509700,Campos Do Jordão - SP,Campos Do Jordão,SP
SP3509809,Campos Novos Paulista - SP,Campos Novos Paulista,SP
SP3509908,Cananéia - SP,Cananéia,SP
SP3509957,Canas - SP,Canas,SP
SP3510005,Cândido Mota - SP,Cândido Mota,SP
SP3510104,Cândido Rodrigues - SP,Cândido Rodrigues,SP
SP3510153,Canitar - SP,Canitar,SP
SP3510203,Capão Bonito - SP,Capão Bonito,SP
SP3510302,Capela Do Alto - SP,Capela Do Alto,SP
SP3510401,Capivari - SP,Capivari,SP
SP3510500,Caraguatatuba - SP,Caraguatatuba,SP
SP3510609,Carapicuíba - SP,Carapicuíba,SP
SP3510708,Cardoso - SP,Cardoso,SP
SP3510807,Casa Branca - SP,Casa Branca,SP
SP3510906,Cássia Dos Coqueiros - SP,Cássia Dos Coqueiros,SP
SP3511003,Castilho - SP,Castilho,SP
SP3511102,Catanduva - SP,Catanduva,SP
SP3511201,Catiguá - SP,Catiguá,SP
SP3511300,Cedral - SP,Cedral,SP
SP3511409,Cerqueira César - SP,Cerqueira César,SP
SP3511508,Cerquilho - SP,Cerquilho,SP
SP3511607,Cesário Lange - SP,Cesário Lange,SP
SP3511706,Charqueada - SP,Charqueada,SP
SP3511904,Clementina - SP,Clementina,SP
SP3512001,Colina - SP,Colina,SP
SP3512100,Colômbia - SP,Colômbia,SP
SP3512209,Conchal - SP,Conchal,SP
SP3512308,Conchas - SP,Conchas,SP
SP3512407,Cordeirópolis - SP,Cordeirópolis,SP
SP3512506,Coroados - SP,Coroados,SP
SP3512605,Coronel Macedo - SP,Coronel Macedo,SP
SP3512704,Corumbataí - SP,Corumbataí,SP
SP3512803,Cosmópolis - SP,Cosmópolis,SP
SP3512902,Cosmorama - SP,Cosmorama,SP
SP3513009,Cotia - SP,Cotia,SP
SP3513108,Cravinhos - SP,Cravinhos,SP
SP3513207,Cristais Paulista - SP,Cristais Paulista,SP
SP3513306,Cruzália - SP,Cruzália,SP
SP3513405,Cruzeiro - SP,Cruzeiro,SP
SP3513504,Cubatão - SP,Cubatão,SP
SP3513603,Cunha - SP,Cunha,SP
SP3513702,Descalvado - SP,Descalvado,SP
SP3513801,Diadema - SP,Diadema,SP
SP3513850,Dirce Reis - SP,Dirce Reis,SP
SP3513900,Divinolândia - SP,Divinolândia,SP
SP3514007,Dobrada - SP,Dobrada,SP
SP3514106,Dois Córregos - SP,Dois Córregos,SP
SP3514205,Dolcinópolis - SP,Dolcinópolis,SP
SP3514304,Dourado - SP,Dourado,SP
SP3514403,Dracena - SP,Dracena,SP
SP3514502,Duartina - SP,Duartina,SP
SP3514601,Dumont - SP,Dumont,SP
SP3514700,Echaporã - SP,Echaporã,SP
SP3514809,Eldorado - SP,Eldorado,SP
SP3514908,Elias Fausto - SP,Elias Fausto,SP
SP3514924,Elisiário - SP,Elisiário,SP
SP3514957,Embaúba - SP,Embaúba,SP
SP3515004,Embu - SP,Embu,SP
SP3515103,Embu-Guaçu - SP,Embu-Guaçu,SP
SP3515129,Emilianópolis - SP,Emilianópolis,SP
SP3515152,Engenheiro Coelho - SP,Engenheiro Coelho,SP
SP3515186,Espírito Santo Do Pinhal - SP,Espírito Santo Do Pinhal,SP
SP3515194,Espírito Santo Do Turvo - SP,Espírito Santo Do Turvo,SP
SP3515202,Estrela D´Oeste - SP,Estrela D´Oeste,SP
SP3515301,Estrela Do Norte - SP,Estrela Do Norte,SP
SP3515350,Euclides Da Cunha Paulista - SP,Euclides Da Cunha Paulista,SP
SP3515400,Fartura - SP,Fartura,SP
SP3515509,Fernandópolis - SP,Fernandópolis,SP
SP3515608,Fernando Prestes - SP,Fernando Prestes,SP
SP3515657,Fernão - SP,Fernão,SP
SP3515707,Ferraz De Vasconcelos - SP,Ferraz De Vasconcelos,SP
SP3515806,Flora Rica - SP,Flora Rica,SP
SP3515905,Floreal - SP,Floreal,SP
SP3516002,Flórida Paulista - SP,Flórida Paulista,SP
SP3516101,Florínia - SP,Florínia,SP
SP3516200,Franca - SP,Franca,SP
SP3516309,Francisco Morato - SP,Francisco Morato,SP
SP3516408,Franco Da Rocha - SP,Franco Da Rocha,SP
SP3516507,Gabriel Monteiro - SP,Gabriel Monteiro,SP
SP3516606,Gália - SP,Gália,SP
SP3516705,Garça - SP,Garça,SP
SP3516804,Gastão Vidigal - SP,Gastão Vidigal,SP
SP3516853,Gavião Peixoto - SP,Gavião Peixoto,SP
SP3516903,General Salgado - SP,General Salgado,SP
SP3517000,Getulina - SP,Getulina,SP
SP3517109,Glicério - SP,Glicério,SP
SP3517208,Guaiçara - SP,Guaiçara,SP
SP3517307,Guaimbê - SP,Guaimbê,SP
SP3517406,Guaíra - SP,Guaíra,SP
SP3517505,Guapiaçu - SP,Guapiaçu,SP
SP3517604,Guapiara - SP,Guapiara,SP
SP3517703,Guará - SP,Guará,SP
SP3517802,Guaraçaí - SP,Guaraçaí,SP
SP3517901,Guaraci - SP,Guaraci,SP
SP3518008,Guarani D´Oeste - SP,Guarani D´Oeste,SP
SP3518107,Guarantã - SP,Guarantã,SP
SP3518206,Guararapes - SP,Guararapes,SP
SP3518305,Guararema - SP,Guararema,SP
SP3518404,Guaratinguetá - SP,Guaratinguetá,SP
SP3518503,Guareí - SP,Guareí,SP
SP3518602,Guariba - SP,Guariba,SP
SP3518701,Guarujá - SP,Guarujá,SP
SP3518800,Guarulhos - SP,Guarulhos,SP
SP3518859,Guatapará - SP,Guatapará,SP
SP3518909,Guzolândia - SP,Guzolândia,SP
SP3519006,Herculândia - SP,Herculândia,SP
SP3519055,Holambra - SP,Holambra,SP
SP3519071,Hortolândia - SP,Hortolândia,SP
SP3519105,Iacanga - SP,Iacanga,SP
SP3519204,Iacri - SP,Iacri,SP
SP3519253,Iaras - SP,Iaras,SP
SP3519303,Ibaté - SP,Ibaté,SP
SP3519402,Ibirá - SP,Ibirá,SP
SP3519501,Ibirarema - SP,Ibirarema,SP
SP3519600,Ibitinga - SP,Ibitinga,SP
SP3519709,Ibiúna - SP,Ibiúna,SP
SP3519808,Icém - SP,Icém,SP
SP3519907,Iepê - SP,Iepê,SP
SP3520004,Igaraçu Do Tietê - SP,Igaraçu Do Tietê,SP
SP3520103,Igarapava - SP,Igarapava,SP
SP3520202,Igaratá - SP,Igaratá,SP
SP3520301,Iguape - SP,Iguape,SP
SP3520400,Ilhabela - SP,Ilhabela,SP
SP3520426,Ilha Comprida - SP,Ilha Comprida,SP
SP3520442,Ilha Solteira - SP,Ilha Solteira,SP
SP3520509,Indaiatuba - SP,Indaiatuba,SP
SP3520608,Indiana - SP,Indiana,SP
SP3520707,Indiaporã - SP,Indiaporã,SP
SP3520806,Inúbia Paulista - SP,Inúbia Paulista,SP
SP3520905,Ipaussu - SP,Ipaussu,SP
SP3521002,Iperó - SP,Iperó,SP
SP3521101,Ipeúna - SP,Ipeúna,SP
SP3521150,Ipiguá - SP,Ipiguá,SP
SP3521200,Iporanga - SP,Iporanga,SP
SP3521309,Ipuã - SP,Ipuã,SP
SP3521408,Iracemápolis - SP,Iracemápolis,SP
SP3521507,Irapuã - SP,Irapuã,SP
SP3521606,Irapuru - SP,Irapuru,SP
SP3521705,Itaberá - SP,Itaberá,SP
SP3521804,Itaí - SP,Itaí,SP
SP3521903,Itajobi - SP,Itajobi,SP
SP3522000,Itaju - SP,Itaju,SP
SP3522109,Itanhaém - SP,Itanhaém,SP
SP3522158,Itaóca - SP,Itaóca,SP
SP3522208,Itapecerica Da Serra - SP,Itapecerica Da Serra,SP
SP3522307,Itapetininga - SP,Itapetininga,SP
SP3522406,Itapeva - SP,Itapeva,SP
SP3522505,Itapevi - SP,Itapevi,SP
SP3522604,Itapira - SP,Itapira,SP
SP3522653,Itapirapuã Paulista - SP,Itapirapuã Paulista,SP
SP3522703,Itápolis - SP,Itápolis,SP
SP3522802,Itaporanga - SP,Itaporanga,SP
SP3522901,Itapuí - SP,Itapuí,SP
SP3523008,Itapura - SP,Itapura,SP
SP3523107,Itaquaquecetuba - SP,Itaquaquecetuba,SP
SP3523206,Itararé - SP,Itararé,SP
SP3523305,Itariri - SP,Itariri,SP
SP3523404,Itatiba - SP,Itatiba,SP
SP3523503,Itatinga - SP,Itatinga,SP
SP3523602,Itirapina - SP,Itirapina,SP
SP3523701,Itirapuã - SP,Itirapuã,SP
SP3523800,Itobi - SP,Itobi,SP
SP3523909,Itu - SP,Itu,SP
SP3524006,Itupeva - SP,Itupeva,SP
SP3524105,Ituverava - SP,Ituverava,SP
SP3524204,Jaborandi - SP,Jaborandi,SP
SP3524303,Jaboticabal - SP,Jaboticabal,SP
SP3524402,Jacareí - SP,Jacareí,SP
SP3524501,Jaci - SP,Jaci,SP
SP3524600,Jacupiranga - SP,Jacupiranga,SP
SP3524709,Jaguariúna - SP,Jaguariúna,SP
SP3524808,Jales - SP,Jales,SP
SP3524907,Jambeiro - SP,Jambeiro,SP
SP3525003,Jandira - SP,Jandira,SP
SP3525102,Jardinópolis - SP,Jardinópolis,SP
SP3525201,Jarinu - SP,Jarinu,SP
SP3525300,Jaú - SP,Jaú,SP
SP3525409,Jeriquara - SP,Jeriquara,SP
SP3525508,Joanópolis - SP,Joanópolis,SP
SP3525607,João Ramalho - SP,João Ramalho,SP
SP3525706,José Bonifácio - SP,José Bonifácio,SP
SP3525805,Júlio Mesquita - SP,Júlio Mesquita,SP
SP3525854,Jumirim - SP,Jumirim,SP
SP3525904,Jundiaí - SP,Jundiaí,SP
SP3526001,Junqueirópolis - SP,Junqueirópolis,SP
SP3526100,Juquiá - SP,Juquiá,SP
SP3526209,Juquitiba - SP,Juquitiba,SP
SP3526308,Lagoinha - SP,Lagoinha,SP
SP3526407,Laranjal Paulista - SP,Laranjal Paulista,SP
SP3526506,Lavínia - SP,Lavínia,SP
SP3526605,Lavrinhas - SP,Lavrinhas,SP
SP3526704,Leme - SP,Leme,SP
SP3526803,Lençóis Paulista - SP,Lençóis Paulista,SP
SP3526902,Limeira - SP,Limeira,SP
SP3527009,Lindóia - SP,Lindóia,SP
SP3527108,Lins - SP,Lins,SP
SP3527207,Lorena - SP,Lorena,SP
SP3527256,Lourdes - SP,Lourdes,SP
SP3527306,Louveira - SP,Louveira,SP
SP3527405,Lucélia - SP,Lucélia,SP
SP3527504,Lucianópolis - SP,Lucianópolis,SP
SP3527603,Luís Antônio - SP,Luís Antônio,SP
SP3527702,Luiziânia - SP,Luiziânia,SP
SP3527801,Lupércio - SP,Lupércio,SP
SP3527900,Lutécia - SP,Lutécia,SP
SP3528007,Macatuba - SP,Macatuba,SP
SP3528106,Macaubal - SP,Macaubal,SP
SP3528205,Macedônia - SP,Macedônia,SP
SP3528304,Magda - SP,Magda,SP
SP3528403,Mairinque - SP,Mairinque,SP
SP3528502,Mairiporã - SP,Mairiporã,SP
SP3528601,Manduri - SP,Manduri,SP
SP3528700,Marabá Paulista - SP,Marabá Paulista,SP
SP3528809,Maracaí - SP,Maracaí,SP
SP3528858,Marapoama - SP,Marapoama,SP
SP3528908,Mariápolis - SP,Mariápolis,SP
SP3529005,Marília - SP,Marília,SP
SP3529104,Marinópolis - SP,Marinópolis,SP
SP3529203,Martinópolis - SP,Martinópolis,SP
SP3529302,Matão - SP,Matão,SP
SP3529401,Mauá - SP,Mauá,SP
SP3529500,Mendonça - SP,Mendonça,SP
SP3529609,Meridiano - SP,Meridiano,SP
SP3529658,Mesópolis - SP,Mesópolis,SP
SP3529708,Miguelópolis - SP,Miguelópolis,SP
SP3529807,Mineiros Do Tietê - SP,Mineiros Do Tietê,SP
SP3529906,Miracatu - SP,Miracatu,SP
SP3530003,Mira Estrela - SP,Mira Estrela,SP
SP3530102,Mirandópolis - SP,Mirandópolis,SP
SP3530201,Mirante Do Paranapanema - SP,Mirante Do Paranapanema,SP
SP3530300,Mirassol - SP,Mirassol,SP
SP3530409,Mirassolândia - SP,Mirassolândia,SP
SP3530508,Mococa - SP,Mococa,SP
SP3530607,Mogi Das Cruzes - SP,Moji Das Cruzes,SP
SP3530706,Mogi Guaçu - SP,Mogi Guaçu,SP
SP3530805,Moji-Mirim - SP,Moji-Mirim,SP
SP3530904,Mombuca - SP,Mombuca,SP
SP3531001,Monções - SP,Monções,SP
SP3531100,Mongaguá - SP,Mongaguá,SP
SP3531209,Monte Alegre Do Sul - SP,Monte Alegre Do Sul,SP
SP3531308,Monte Alto - SP,Monte Alto,SP
SP3531407,Monte Aprazível - SP,Monte Aprazível,SP
SP3531506,Monte Azul Paulista - SP,Monte Azul Paulista,SP
SP3531605,Monte Castelo - SP,Monte Castelo,SP
SP3531704,Monteiro Lobato - SP,Monteiro Lobato,SP
SP3531803,Monte Mor - SP,Monte Mor,SP
SP3531902,Morro Agudo - SP,Morro Agudo,SP
SP3532009,Morungaba - SP,Morungaba,SP
SP3532058,Motuca - SP,Motuca,SP
SP3532108,Murutinga Do Sul - SP,Murutinga Do Sul,SP
SP3532157,Nantes - SP,Nantes,SP
SP3532207,Narandiba - SP,Narandiba,SP
SP3532306,Natividade Da Serra - SP,Natividade Da Serra,SP
SP3532405,Nazaré Paulista - SP,Nazaré Paulista,SP
SP3532504,Neves Paulista - SP,Neves Paulista,SP
SP3532603,Nhandeara - SP,Nhandeara,SP
SP3532702,Nipoã - SP,Nipoã,SP
SP3532801,Nova Aliança - SP,Nova Aliança,SP
SP3532827,Nova Campina - SP,Nova Campina,SP
SP3532843,Nova Canaã Paulista - SP,Nova Canaã Paulista,SP
SP3532868,Nova Castilho - SP,Nova Castilho,SP
SP3532900,Nova Europa - SP,Nova Europa,SP
SP3533007,Nova Granada - SP,Nova Granada,SP
SP3533106,Nova Guataporanga - SP,Nova Guataporanga,SP
SP3533205,Nova Independência - SP,Nova Independência,SP
SP3533254,Novais - SP,Novais,SP
SP3533304,Nova Luzitânia - SP,Nova Luzitânia,SP
SP3533403,Nova Odessa - SP,Nova Odessa,SP
SP3533502,Novo Horizonte - SP,Novo Horizonte,SP
SP3533601,Nuporanga - SP,Nuporanga,SP
SP3533700,Ocauçu - SP,Ocauçu,SP
SP3533809,Óleo - SP,Óleo,SP
SP3533908,Olímpia - SP,Olímpia,SP
SP3534005,Onda Verde - SP,Onda Verde,SP
SP3534104,Oriente - SP,Oriente,SP
SP3534203,Orindiúva - SP,Orindiúva,SP
SP3534302,Orlândia - SP,Orlândia,SP
SP3534401,Osasco - SP,Osasco,SP
SP3534500,Oscar Bressane - SP,Oscar Bressane,SP
SP3534609,Osvaldo Cruz - SP,Osvaldo Cruz,SP
SP3534708,Ourinhos - SP,Ourinhos,SP
SP3534757,Ouroeste - SP,Ouroeste,SP
SP3534807,Ouro Verde - SP,Ouro Verde,SP
SP3534906,Pacaembu - SP,Pacaembu,SP
SP3535002,Palestina - SP,Palestina,SP
SP3535101,Palmares Paulista - SP,Palmares Paulista,SP
SP3535200,Palmeira D´Oeste - SP,Palmeira D´Oeste,SP
SP3535309,Palmital - SP,Palmital,SP
SP3535408,Panorama - SP,Panorama,SP
SP3535507,Paraguaçu Paulista - SP,Paraguaçu Paulista,SP
SP3535606,Paraibuna - SP,Paraibuna,SP
SP3535705,Paraíso - SP,Paraíso,SP
SP3535804,Paranapanema - SP,Paranapanema,SP
SP3535903,Paranapuã - SP,Paranapuã,SP
SP3536000,Parapuã - SP,Parapuã,SP
SP3536109,Pardinho - SP,Pardinho,SP
SP3536208,Pariquera-Açu - SP,Pariquera-Açu,SP
SP3536257,Parisi - SP,Parisi,SP
SP3536307,Patrocínio Paulista - SP,Patrocínio Paulista,SP
SP3536406,Paulicéia - SP,Paulicéia,SP
SP3536505,Paulínia - SP,Paulínia,SP
SP3536570,Paulistânia - SP,Paulistânia,SP
SP3536604,Paulo De Faria - SP,Paulo De Faria,SP
SP3536703,Pederneiras - SP,Pederneiras,SP
SP3536802,Pedra Bela - SP,Pedra Bela,SP
SP3536901,Pedranópolis - SP,Pedranópolis,SP
SP3537008,Pedregulho - SP,Pedregulho,SP
SP3537107,Pedreira - SP,Pedreira,SP
SP3537156,Pedrinhas Paulista - SP,Pedrinhas Paulista,SP
SP3537206,Pedro De Toledo - SP,Pedro De Toledo,SP
SP3537305,Penápolis - SP,Penápolis,SP
SP3537404,Pereira Barreto - SP,Pereira Barreto,SP
SP3537503,Pereiras - SP,Pereiras,SP
SP3537602,Peruíbe - SP,Peruíbe,SP
SP3537701,Piacatu - SP,Piacatu,SP
SP3537800,Piedade - SP,Piedade,SP
SP3537909,Pilar Do Sul - SP,Pilar Do Sul,SP
SP3538006,Pindamonhangaba - SP,Pindamonhangaba,SP
SP3538105,Pindorama - SP,Pindorama,SP
SP3538204,Pinhalzinho - SP,Pinhalzinho,SP
SP3538303,Piquerobi - SP,Piquerobi,SP
SP3538501,Piquete - SP,Piquete,SP
SP3538600,Piracaia - SP,Piracaia,SP
SP3538709,Piracicaba - SP,Piracicaba,SP
SP3538808,Piraju - SP,Piraju,SP
SP3538907,Pirajuí - SP,Pirajuí,SP
SP3539004,Pirangi - SP,Pirangi,SP
SP3539103,Pirapora Do Bom Jesus - SP,Pirapora Do Bom Jesus,SP
SP3539202,Pirapozinho - SP,Pirapozinho,SP
SP3539301,Pirassununga - SP,Pirassununga,SP
SP3539400,Piratininga - SP,Piratininga,SP
SP3539509,Pitangueiras - SP,Pitangueiras,SP
SP3539608,Planalto - SP,Planalto,SP
SP3539707,Platina - SP,Platina,SP
SP3539806,Poá - SP,Poá,SP
SP3539905,Poloni - SP,Poloni,SP
SP3540002,Pompéia - SP,Pompéia,SP
SP3540101,Pongaí - SP,Pongaí,SP
SP3540200,Pontal - SP,Pontal,SP
SP3540259,Pontalinda - SP,Pontalinda,SP
SP3540309,Pontes Gestal - SP,Pontes Gestal,SP
SP3540408,Populina - SP,Populina,SP
SP3540507,Porangaba - SP,Porangaba,SP
SP3540606,Porto Feliz - SP,Porto Feliz,SP
SP3540705,Porto Ferreira - SP,Porto Ferreira,SP
SP3540754,Potim - SP,Potim,SP
SP3540804,Potirendaba - SP,Potirendaba,SP
SP3540853,Pracinha - SP,Pracinha,SP
SP3540903,Pradópolis - SP,Pradópolis,SP
SP3541000,Praia Grande - SP,Praia Grande,SP
SP3541059,Pratânia - SP,Pratânia,SP
SP3541109,Presidente Alves - SP,Presidente Alves,SP
SP3541208,Presidente Bernardes - SP,Presidente Bernardes,SP
SP3541307,Presidente Epitácio - SP,Presidente Epitácio,SP
SP3541406,Presidente Prudente - SP,Presidente Prudente,SP
SP3541505,Presidente Venceslau - SP,Presidente Venceslau,SP
SP3541604,Promissão - SP,Promissão,SP
SP3541653,Quadra - SP,Quadra,SP
SP3541703,Quatá - SP,Quatá,SP
SP3541802,Queiroz - SP,Queiroz,SP
SP3541901,Queluz - SP,Queluz,SP
SP3542008,Quintana - SP,Quintana,SP
SP3542107,Rafard - SP,Rafard,SP
SP3542206,Rancharia - SP,Rancharia,SP
SP3542305,Redenção Da Serra - SP,Redenção Da Serra,SP
SP3542404,Regente Feijó - SP,Regente Feijó,SP
SP3542503,Reginópolis - SP,Reginópolis,SP
SP3542602,Registro - SP,Registro,SP
SP3542701,Restinga - SP,Restinga,SP
SP3542800,Ribeira - SP,Ribeira,SP
SP3542909,Ribeirão Bonito - SP,Ribeirão Bonito,SP
SP3543006,Ribeirão Branco - SP,Ribeirão Branco,SP
SP3543105,Ribeirão Corrente - SP,Ribeirão Corrente,SP
SP3543204,Ribeirão Do Sul - SP,Ribeirão Do Sul,SP
SP3543238,Ribeirão Dos Índios - SP,Ribeirão Dos Índios,SP
SP3543253,Ribeirão Grande - SP,Ribeirão Grande,SP
SP3543303,Ribeirão Pires - SP,Ribeirão Pires,SP
SP3543402,Ribeirão Preto - SP,Ribeirão Preto,SP
SP3543501,Riversul - SP,Riversul,SP
SP3543600,Rifaina - SP,Rifaina,SP
SP3543709,Rincão - SP,Rincão,SP
SP3543808,Rinópolis - SP,Rinópolis,SP
SP3543907,Rio Claro - SP,Rio Claro,SP
SP3544004,Rio Das Pedras - SP,Rio Das Pedras,SP
SP3544103,Rio Grande Da Serra - SP,Rio Grande Da Serra,SP
SP3544202,Riolândia - SP,Riolândia,SP
SP3544251,Rosana - SP,Rosana,SP
SP3544301,Roseira - SP,Roseira,SP
SP3544400,Rubiácea - SP,Rubiácea,SP
SP3544509,Rubinéia - SP,Rubinéia,SP
SP3544608,Sabino - SP,Sabino,SP
SP3544707,Sagres - SP,Sagres,SP
SP3544806,Sales - SP,Sales,SP
SP3544905,Sales Oliveira - SP,Sales Oliveira,SP
SP3545001,Salesópolis - SP,Salesópolis,SP
SP3545100,Salmourão - SP,Salmourão,SP
SP3545159,Saltinho - SP,Saltinho,SP
SP3545209,Salto - SP,Salto,SP
SP3545308,Salto De Pirapora - SP,Salto De Pirapora,SP
SP3545407,Salto Grande - SP,Salto Grande,SP
SP3545506,Sandovalina - SP,Sandovalina,SP
SP3545605,Santa Adélia - SP,Santa Adélia,SP
SP3545704,Santa Albertina - SP,Santa Albertina,SP
SP3545803,Santa Bárbara D´Oeste - SP,Santa Bárbara D´Oeste,SP
SP3546009,Santa Branca - SP,Santa Branca,SP
SP3546108,Santa Clara D´Oeste - SP,Santa Clara D´Oeste,SP
SP3546207,Santa Cruz Da Conceição - SP,Santa Cruz Da Conceição,SP
SP3546256,Santa Cruz Da Esperança - SP,Santa Cruz Da Esperança,SP
SP3546306,Santa Cruz Das Palmeiras - SP,Santa Cruz Das Palmeiras,SP
SP3546405,Santa Cruz Do Rio Pardo - SP,Santa Cruz Do Rio Pardo,SP
SP3546504,Santa Ernestina - SP,Santa Ernestina,SP
SP3546603,Santa Fé Do Sul - SP,Santa Fé Do Sul,SP
SP3546702,Santa Gertrudes - SP,Santa Gertrudes,SP
SP3546801,Santa Isabel - SP,Santa Isabel,SP
SP3546900,Santa Lúcia - SP,Santa Lúcia,SP
SP3547007,Santa Maria Da Serra - SP,Santa Maria Da Serra,SP
SP3547106,Santa Mercedes - SP,Santa Mercedes,SP
SP3547205,Santana Da Ponte Pensa - SP,Santana Da Ponte Pensa,SP
SP3547304,Santana De Parnaíba - SP,Santana De Parnaíba,SP
SP3547403,Santa Rita D´Oeste - SP,Santa Rita D´Oeste,SP
SP3547502,Santa Rita Do Passa Quatro - SP,Santa Rita Do Passa Quatro,SP
SP3547601,Santa Rosa De Viterbo - SP,Santa Rosa De Viterbo,SP
SP3547650,Santa Salete - SP,Santa Salete,SP
SP3547700,Santo Anastácio - SP,Santo Anastácio,SP
SP3547809,Santo André - SP,Santo André,SP
SP3547908,Santo Antônio Da Alegria - SP,Santo Antônio Da Alegria,SP
SP3548005,Santo Antônio De Posse - SP,Santo Antônio De Posse,SP
SP3548054,Santo Antônio Do Aracanguá - SP,Santo Antônio Do Aracanguá,SP
SP3548104,Santo Antônio Do Jardim - SP,Santo Antônio Do Jardim,SP
SP3548203,Santo Antônio Do Pinhal - SP,Santo Antônio Do Pinhal,SP
SP3548302,Santo Expedito - SP,Santo Expedito,SP
SP3548401,Santópolis Do Aguapeí - SP,Santópolis Do Aguapeí,SP
SP3548500,Santos - SP,Santos,SP
SP3548609,São Bento Do Sapucaí - SP,São Bento Do Sapucaí,SP
SP3548708,São Bernardo Do Campo - SP,São Bernardo Do Campo,SP
SP3548807,São Caetano Do Sul - SP,São Caetano Do Sul,SP
SP3548906,São Carlos - SP,São Carlos,SP
SP3549003,São Francisco - SP,São Francisco,SP
SP3549102,São João Da Boa Vista - SP,São João Da Boa Vista,SP
SP3549201,São João Das Duas Pontes - SP,São João Das Duas Pontes,SP
SP3549250,São João De Iracema - SP,São João De Iracema,SP
SP3549300,São João Do Pau D´Alho - SP,São João Do Pau D´Alho,SP
SP3549409,São Joaquim Da Barra - SP,São Joaquim Da Barra,SP
SP3549508,São José Da Bela Vista - SP,São José Da Bela Vista,SP
SP3549607,São José Do Barreiro - SP,São José Do Barreiro,SP
SP3549706,São José Do Rio Pardo - SP,São José Do Rio Pardo,SP
SP3549805,São José Do Rio Preto - SP,São José Do Rio Preto,SP
SP3549904,São José Dos Campos - SP,São José Dos Campos,SP
SP3549953,São Lourenço Da Serra - SP,São Lourenço Da Serra,SP
SP3550001,São Luís Do Paraitinga - SP,São Luís Do Paraitinga,SP
SP3550100,São Manuel - SP,São Manuel,SP
